N-gram,TF,DF,TF-IDF,TF期望值,DF期望值,TF卡方值(保留正負號),DF卡方值(保留正負號),MI(用DF),Lift(用DF)
運動休閒,56.0,44.0,6.37151673651341,24.3478260869565,19.1304347826087,41.1478260869565,32.3304347826087,-3.96189547366785,2.3
力行,56.0,22.0,7.19880376636689,24.3478260869565,9.56521739130435,41.1478260869565,16.1652173913043,-3.96189547366785,2.3
電子展,56.0,53.0,6.14939940489145,24.3478260869565,23.0434782608696,41.1478260869565,38.9434782608696,-3.96189547366785,2.3
大額,55.0,25.0,7.02616789379939,23.9130434782609,10.8695652173913,40.4130434782609,18.3695652173913,-3.96189547366785,2.3
揚智,52.0,40.0,6.40932106046318,22.6086956521739,17.3913043478261,38.2086956521739,29.3913043478261,-3.96189547366785,2.3
福岡支行,51.0,14.0,7.62388793792837,22.1739130434783,6.08695652173913,37.4739130434783,10.2869565217391,-3.96189547366785,2.3
蔡力行,51.0,19.0,7.26479491280276,22.1739130434783,8.26086956521739,37.4739130434783,13.9608695652174,-3.96189547366785,2.3
中小型股票,51.0,50.0,6.12702951149529,22.1739130434783,21.7391304347826,37.4739130434783,36.7391304347826,-3.96189547366785,2.3
主動處,51.0,9.0,8.14343146599771,22.1739130434783,3.91304347826087,37.4739130434783,6.61304347826087,-3.96189547366785,2.3
晶片技術,50.0,43.0,6.28435467910578,21.7391304347826,18.695652173913,36.7391304347826,31.595652173913,-3.96189547366785,2.3
地主,50.0,23.0,7.01777446026329,21.7391304347826,10.0,36.7391304347826,16.9,-3.96189547366785,2.3
穩定成長,50.0,46.0,6.2053035315608,21.7391304347826,20.0,36.7391304347826,33.8,-3.96189547366785,2.3
晶片事業,49.0,36.0,6.47151678584123,21.304347826087,15.6521739130435,36.004347826087,26.4521739130435,-3.96189547366785,2.3
中港,49.0,32.0,6.60912710121275,21.304347826087,13.9130434782609,36.004347826087,23.5130434782609,-3.96189547366785,2.3
細胞,49.0,11.0,7.85672515336094,21.304347826087,4.78260869565217,36.004347826087,8.08260869565217,-3.96189547366785,2.3
矩形,49.0,22.0,7.0468954390547,21.304347826087,9.56521739130435,36.004347826087,16.1652173913043,-3.96189547366785,2.3
消費者信心指數,48.0,44.0,6.21630443429988,20.8695652173913,19.1304347826087,35.2695652173913,32.3304347826087,-3.96189547366785,2.3
矽光子產業,47.0,25.0,6.85113990585789,20.4347826086957,10.8695652173913,34.5347826086957,18.3695652173913,-3.96189547366785,2.3
光學元件,47.0,37.0,6.39618394086256,20.4347826086957,16.0869565217391,34.5347826086957,27.1869565217391,-3.96189547366785,2.3
龍潭園區,47.0,15.0,7.44394147449347,20.4347826086957,6.52173913043478,34.5347826086957,11.0217391304348,-3.96189547366785,2.3
富邦投信,46.0,17.0,7.2731806989287,20.0,7.39130434782609,33.8,12.4913043478261,-3.96189547366785,2.3
倉儲,46.0,20.0,7.08524039060594,20.0,8.69565217391304,33.8,14.695652173913,-3.96189547366785,2.3
友善,46.0,38.0,6.34298705655935,20.0,16.5217391304348,33.8,27.9217391304348,-3.96189547366785,2.3
中科管理局,46.0,13.0,7.58340681540819,20.0,5.65217391304348,33.8,9.55217391304348,-3.96189547366785,2.3
藥物,46.0,25.0,6.82719249450037,20.0,10.8695652173913,33.8,18.3695652173913,-3.96189547366785,2.3
封關期間,46.0,37.0,6.37382677839691,20.0,16.0869565217391,33.8,27.1869565217391,-3.96189547366785,2.3
準確,46.0,30.0,6.61635201146475,20.0,13.0434782608696,33.8,22.0434782608696,-3.96189547366785,2.3
顯示卡,46.0,27.0,6.73819312781329,20.0,11.7391304347826,33.8,19.8391304347826,-3.96189547366785,2.3
主動處理違規,46.0,8.0,8.14485826523684,20.0,3.47826086956522,33.8,5.87826086956522,-3.96189547366785,2.3
產業聯盟,45.0,24.0,6.8497569108428,19.5652173913043,10.4347826086957,33.0652173913044,17.6347826086957,-3.96189547366785,2.3
市值突破,45.0,36.0,6.38254937874981,19.5652173913043,15.6521739130435,33.0652173913044,26.4521739130435,-3.96189547366785,2.3
合資公司,45.0,28.0,6.67213285083777,19.5652173913043,12.1739130434783,33.0652173913044,20.5739130434783,-3.96189547366785,2.3
醫美,45.0,5.0,8.6572346867475,19.5652173913043,2.17391304347826,33.0652173913044,3.67391304347826,-3.96189547366785,2.3
輝達市值,44.0,31.0,6.53073913265061,19.1304347826087,13.4782608695652,32.3304347826087,22.7782608695652,-3.96189547366785,2.3
法說行情,44.0,39.0,6.26717919991915,19.1304347826087,16.9565217391304,32.3304347826087,28.6565217391304,-3.96189547366785,2.3
製造產業,44.0,22.0,6.92445236523057,19.1304347826087,9.56521739130435,32.3304347826087,16.1652173913043,-3.96189547366785,2.3
徐翊達,43.0,10.0,7.80005829862824,18.695652173913,4.34782608695652,31.595652173913,7.34782608695652,-3.96189547366785,2.3
原訂,43.0,40.0,6.21455230309953,18.695652173913,17.3913043478261,31.595652173913,29.3913043478261,-3.96189547366785,2.3
車站,42.0,22.0,6.87153014504894,18.2608695652174,9.56521739130435,30.8608695652174,16.1652173913043,-3.96189547366785,2.3
台積電溢價,42.0,41.0,6.16230538222461,18.2608695652174,17.8260869565217,30.8608695652174,30.1260869565217,-3.96189547366785,2.3
空屋,42.0,6.0,8.35175477453871,18.2608695652174,2.60869565217391,30.8608695652174,4.40869565217391,-3.96189547366785,2.3
台積電高雄廠,42.0,25.0,6.72589435416209,18.2608695652174,10.8695652173913,30.8608695652174,18.3695652173913,-3.96189547366785,2.3
台積電開盤衝,41.0,41.0,6.13772091039483,17.8260869565217,17.8260869565217,30.1260869565217,30.1260869565217,-3.96189547366785,2.3
蘇鼎宇,41.0,22.0,6.84411622626366,17.8260869565217,9.56521739130435,30.1260869565217,16.1652173913043,-3.96189547366785,2.3
園區三期,41.0,15.0,7.27870427992048,17.8260869565217,6.52173913043478,30.1260869565217,11.0217391304348,-3.96189547366785,2.3
大產業,41.0,34.0,6.35015314425572,17.8260869565217,14.7826086956522,30.1260869565217,24.9826086956522,-3.96189547366785,2.3
期貨上,41.0,23.0,6.79367602841768,17.8260869565217,10.0,30.1260869565217,16.9,-3.96189547366785,2.3
院士,41.0,16.0,7.2054712833733,17.8260869565217,6.95652173913043,30.1260869565217,11.7565217391304,-3.96189547366785,2.3
晶圓製造產業,41.0,19.0,7.01046977031857,17.8260869565217,8.26086956521739,30.1260869565217,13.9608695652174,-3.96189547366785,2.3
遺產,40.0,6.0,8.28429346602935,17.3913043478261,2.60869565217391,29.3913043478261,4.40869565217391,-3.96189547366785,2.3
擴建案,40.0,19.0,6.98169611804854,17.3913043478261,8.26086956521739,29.3913043478261,13.9608695652174,-3.96189547366785,2.3
通報,40.0,23.0,6.76579218067548,17.3913043478261,10.0,29.3913043478261,16.9,-3.96189547366785,2.3
自救,40.0,20.0,6.92373160261962,17.3913043478261,8.69565217391304,29.3913043478261,14.695652173913,-3.96189547366785,2.3
氣勢如虹,40.0,39.0,6.16904414429286,17.3913043478261,16.9565217391304,29.3913043478261,28.6565217391304,-3.96189547366785,2.3
美軍,40.0,25.0,6.67156593501229,17.3913043478261,10.8695652173913,29.3913043478261,18.3695652173913,-3.96189547366785,2.3
釋出利多,40.0,36.0,6.25949723020425,17.3913043478261,15.6521739130435,29.3913043478261,26.4521739130435,-3.96189547366785,2.3
猶豫,40.0,29.0,6.50384238012347,17.3913043478261,12.6086956521739,29.3913043478261,21.3086956521739,-3.96189547366785,2.3
槍擊,39.0,28.0,6.51584718277428,16.9565217391304,12.1739130434783,28.6565217391304,20.5739130434783,-3.96189547366785,2.3
吳一揆,39.0,6.0,8.24928697477678,16.9565217391304,2.60869565217391,28.6565217391304,4.40869565217391,-3.96189547366785,2.3
燃料,38.0,25.0,6.61445025105222,16.5217391304348,10.8695652173913,27.9217391304348,18.3695652173913,-3.96189547366785,2.3
違法,38.0,7.0,8.04066289331691,16.5217391304348,3.04347826086956,27.9217391304348,5.14347826086957,-3.96189547366785,2.3
歷史新天價,38.0,36.0,6.20590929162554,16.5217391304348,15.6521739130435,27.9217391304348,26.4521739130435,-3.96189547366785,2.3
亞馬遜,38.0,38.0,6.14533314572235,16.5217391304348,16.5217391304348,27.9217391304348,27.9217391304348,-3.96189547366785,2.3
變壓,38.0,18.0,6.98250153652911,16.5217391304348,7.82608695652174,27.9217391304348,13.2260869565217,-3.96189547366785,2.3
樂事,38.0,31.0,6.37344252010239,16.5217391304348,13.4782608695652,27.9217391304348,22.7782608695652,-3.96189547366785,2.3
龍潭園區三期,38.0,15.0,7.18677201624245,16.5217391304348,6.52173913043478,27.9217391304348,11.0217391304348,-3.96189547366785,2.3
預拌混凝土,38.0,7.0,8.04066289331691,16.5217391304348,3.04347826086956,27.9217391304348,5.14347826086957,-3.96189547366785,2.3
台灣搶走晶片,38.0,35.0,6.23747154160367,16.5217391304348,15.2173913043478,27.9217391304348,25.7173913043478,-3.96189547366785,2.3
黃厚銘,37.0,14.0,7.23145878881663,16.0869565217391,6.08695652173913,27.1869565217391,10.2869565217391,-3.96189547366785,2.3
變壓器,37.0,17.0,7.01490574478694,16.0869565217391,7.39130434782609,27.1869565217391,12.4913043478261,-3.96189547366785,2.3
保護台灣,37.0,35.0,6.20946857246987,16.0869565217391,15.2173913043478,27.1869565217391,25.7173913043478,-3.96189547366785,2.3
發電機,37.0,14.0,7.23145878881663,16.0869565217391,6.08695652173913,27.1869565217391,10.2869565217391,-3.96189547366785,2.3
樂事綠能,37.0,30.0,6.38140143301996,16.0869565217391,13.0434782608696,27.1869565217391,22.0434782608696,-3.96189547366785,2.3
供需平衡,37.0,25.0,6.58475484563324,16.0869565217391,10.8695652173913,27.1869565217391,18.3695652173913,-3.96189547366785,2.3
市場追價,37.0,34.0,6.24179999092682,16.0869565217391,14.7826086956522,27.1869565217391,24.9826086956522,-3.96189547366785,2.3
投信投資策略,36.0,34.0,6.21287992160823,15.6521739130435,14.7826086956522,26.4521739130435,24.9826086956522,-3.96189547366785,2.3
球場,36.0,14.0,7.19795334331194,15.6521739130435,6.08695652173913,26.4521739130435,10.2869565217391,-3.96189547366785,2.3
麒麟,36.0,11.0,7.46568858176499,15.6521739130435,4.78260869565217,26.4521739130435,8.08260869565217,-3.96189547366785,2.3
合法,36.0,31.0,6.31543167961863,15.6521739130435,13.4782608695652,26.4521739130435,22.7782608695652,-3.96189547366785,2.3
先進晶圓,36.0,27.0,6.46880453728842,15.6521739130435,11.7391304347826,26.4521739130435,19.8391304347826,-3.96189547366785,2.3
培訓,36.0,18.0,6.91894706317572,15.6521739130435,7.82608695652174,26.4521739130435,13.2260869565217,-3.96189547366785,2.3
支出維持,36.0,32.0,6.28018465350672,15.6521739130435,13.9130434782609,26.4521739130435,23.5130434782609,-3.96189547366785,2.3
身分,36.0,26.0,6.51070339917886,15.6521739130435,11.304347826087,26.4521739130435,19.104347826087,-3.96189547366785,2.3
美股休市,36.0,29.0,6.38947164796955,15.6521739130435,12.6086956521739,26.4521739130435,21.3086956521739,-3.96189547366785,2.3
勞動節,36.0,29.0,6.38947164796955,15.6521739130435,12.6086956521739,26.4521739130435,21.3086956521739,-3.96189547366785,2.3
過季線,35.0,30.0,6.3214346878515,15.2173913043478,13.0434782608696,25.7173913043478,22.0434782608696,-3.96189547366785,2.3
付錢,35.0,26.0,6.4795431914345,15.2173913043478,11.304347826087,25.7173913043478,19.104347826087,-3.96189547366785,2.3
前董事,35.0,32.0,6.25012770781619,15.2173913043478,13.9130434782609,25.7173913043478,23.5130434782609,-3.96189547366785,2.3
