date,n_articles,mean_prob_up,confidence,up_vote_ratio,is_extreme_consensus,signal,skip_reason,true_label,return_rate,port_ret,cum_port,cum_bnh
2024-09-30,72,0.5901,0.5901,0.6667,False,1,,1,0.0156739811912225,0.0156739811912225,1.0156739811912225,1.0156739811912225
2024-10-04,124,0.5752,0.5752,0.5968,False,1,,1,0.0286591606960081,0.0286591606960081,1.044782345032936,1.044782345032936
2024-10-09,143,0.5818,0.5818,0.6294,False,1,,1,0.0245098039215686,0.0245098039215686,1.07038975545041,1.07038975545041
2024-10-14,128,0.6244,0.6244,0.7031,False,1,,1,0.0239234449760765,0.0239234449760765,1.095997165867884,1.095997165867884
2024-10-15,134,0.6176,0.6176,0.6642,False,1,,0,-0.0233644859813084,-0.0233644859813084,1.07038975545041,1.07038975545041
2024-10-17,299,0.6651,0.6651,0.7525,False,1,,1,0.0483091787439613,0.0483091787439613,1.122099405472169,1.122099405472169
2024-11-07,273,0.5489,0.5489,0.6007,False,1,,1,0.0234741784037558,0.0234741784037558,1.148439767102971,1.148439767102971
2024-11-11,167,0.515,0.515,0.5389,False,1,,0,-0.032258064516129,-0.032258064516129,1.1113933230028752,1.1113933230028752
2024-11-21,112,0.5547,0.5547,0.625,False,1,,1,0.0297029702970297,0.0297029702970297,1.1444050058643467,1.1444050058643467
2024-11-25,82,0.5314,0.5314,0.5732,False,1,,0,-0.0194174757281553,-0.0194174757281553,1.1221835494397963,1.1221835494397963
2024-11-29,120,0.6116,0.6116,0.675,False,1,,1,0.0391566265060241,0.0391566265060241,1.1661244715564147,1.1661244715564147
2024-12-02,116,0.5291,0.5291,0.5776,False,1,,1,0.0193236714975845,0.0193236714975845,1.1886582777700652,1.1886582777700652
2024-12-10,106,0.5313,0.5313,0.5472,False,1,,0,-0.0187793427230046,-0.0187793427230046,1.1663360565912846,1.1663360565912846
2024-12-13,99,0.5338,0.5338,0.5455,False,1,,1,0.0187793427230046,0.0187793427230046,1.18823908112821,1.18823908112821
2024-12-19,104,0.608,0.608,0.6923,False,1,,0,-0.0327102803738317,-0.0327102803738317,1.149371447633362,1.149371447633362
2024-12-20,115,0.5354,0.5354,0.5391,False,1,,1,0.0434782608695652,0.0434782608695652,1.1993441192695953,1.1993441192695953
2025-01-03,103,0.5154,0.5154,0.4951,False,1,,1,0.0465116279069767,0.0465116279069767,1.2551275666774833,1.2551275666774833
2025-01-07,135,0.5948,0.5948,0.637,False,1,,0,-0.0221238938053097,-0.0221238938053097,1.227359257680194,1.227359257680194
2025-01-10,127,0.5906,0.5906,0.6693,False,1,,0,-0.0227272727272727,-0.0227272727272727,1.1994647290965532,1.1994647290965532
2025-01-14,125,0.6031,0.6031,0.68,False,1,,0,-0.0229357798165137,-0.0229357798165137,1.1719540701723203,1.1719540701723203
2025-01-15,135,0.6127,0.6127,0.6148,False,1,,1,0.0375586854460093,0.0375586854460093,1.215971124451093,1.215971124451093
2025-01-22,151,0.59,0.59,0.7086,False,1,,0,-0.0572687224669603,-0.0572687224669603,1.1463340115970655,1.1463340115970655
2025-02-03,254,0.5758,0.5758,0.685,False,1,,1,0.0233644859813084,0.0233644859813084,1.1731175165409222,1.1731175165409222
2025-02-07,91,0.5502,0.5502,0.6374,False,1,,0,-0.0177777777777777,-0.0177777777777777,1.1522620940246393,1.1522620940246393
2025-02-13,224,0.4938,0.5062,0.5089,False,0,,0,-0.0275229357798165,0.0275229357798165,1.1839757296399964,1.1205484584092824
2025-02-14,323,0.5859,0.5859,0.6594,False,1,,1,0.0235849056603773,0.0235849056603773,1.2118996855277322,1.1469764880887467
2025-02-21,120,0.5486,0.5486,0.6167,False,1,,0,-0.0182648401826484,-0.0182648401826484,1.1897645314541663,1.1260271458405504
2025-02-24,114,0.558,0.558,0.5965,False,1,,0,-0.0186046511627906,-0.0186046511627906,1.1676293773806004,1.105077803592354
2025-02-26,118,0.5649,0.5649,0.6271,False,1,,0,-0.0188679245283018,-0.0188679245283018,1.1455986344111553,1.0842272789962721
