prev_ret_1d,prev_ret_5d,vol_5d,vol_20d,rsi_14,n_articles
-0.0057471264367816,0.0,2.3490358819567985e-05,0.0,50.0,71.0
-0.0057251908396946,-0.0019157088122605,0.0068929818578352,0.0067816296164507,50.0,77.0
-0.0172413793103448,-0.0058139534883721,0.009788452011857,0.0088278576416524,50.0,65.0
-0.0116279069767442,-0.0267175572519083,0.0100115412283671,0.0085413951400422,50.0,78.0
0.0019607843137254,-0.019193857965451,0.0099144648227964,0.0086093261482106,50.0,90.0
-0.0117416829745596,-0.0325670498084291,0.0154358771144513,0.0116657981353497,50.0,99.0
0.0257425742574257,0.0097465886939571,0.0163038032133862,0.0115786384447226,50.0,62.0
-0.0115830115830115,-0.0077519379844961,0.0157631955059242,0.0115194420424475,46.26865671641792,65.0
0.009765625,0.0137254901960783,0.0200984090493001,0.0137723941603845,58.75,157.0
0.0093808630393996,0.0653465346534654,0.015433783624553,0.013024142215839,61.53846153846153,98.0
0.0018587360594795,0.0405405405405405,0.0165033392554686,0.013241827238635,54.21686746987952,72.0
-0.0148423005565863,0.037109375,0.0183418845687465,0.0131760548400352,52.32558139534884,64.0
-0.0112994350282485,0.0154738878143132,0.0114492824724509,0.0129864755814356,54.44444444444445,82.0
0.0018867924528302,0.0114285714285713,0.0061592237180495,0.0128359412720615,65.38461538461539,79.0
-0.0094517958412098,-0.0205607476635514,0.0043607842531984,0.0125235192754284,55.88235294117647,101.0
-0.0076335877862595,-0.024390243902439,0.0078005210988264,0.013222423033661,45.2054794520548,144.0
0.0117647058823529,-0.0282485875706214,0.0128402369415923,0.0133139997490173,35.48387096774192,199.0
0.0077519379844961,-0.0170132325141777,0.0128598335803027,0.0132153852100262,31.818181818181827,101.0
-0.0038986354775828,-0.0096899224806201,0.006540323531632,0.0091058824156065,25.0,97.0
-0.0078277886497064,-0.025,0.0086402429563953,0.0092689415063921,22.22222222222221,102.0
-0.0130522088353414,-0.0362745098039215,0.0084062220384184,0.0092487325883749,22.22222222222221,106.0
0.0172239108409322,-0.0176125244618395,0.013930205915627,0.0097763902498628,33.57142857142857,91.0
0.0040160642570281,0.0131712259371834,0.0070113140945489,0.0099885500864171,36.44067796610169,89.0
0.008,0.0039840637450199,0.0082629650505485,0.0104908395317656,45.83333333333333,184.0
-0.0060120240480961,-0.008,0.0096709650354987,0.0094825821931879,40.49586776859503,119.0
-0.001008064516129,-0.0168650793650794,0.0126315976732912,0.010399180669026,55.73770491803278,115.0
0.0191725529767912,-0.0098039215686274,0.0160680072051454,0.0120666692521193,70.07299270072993,139.0
-0.0018796992481202,0.0716448032290615,0.0137867045034596,0.012419463631167,75.3731343283582,124.0
-0.0018832391713747,0.0495049504950495,0.0115305905915634,0.0118385831863589,69.28571428571428,70.0
-0.0094339622641509,0.0115606936416186,0.0170455410463546,0.0131778679116713,75.0,127.0
0.0035335689045936,0.0696798493408663,0.023344098924619,0.015458740563678,82.8125,68.0
-0.0035211267605633,0.0679245283018867,0.0245587668618422,0.0157138136130509,79.5,95.0
-0.0141342756183745,0.0628571428571429,0.0230593459321945,0.0162522661254331,76.4423076923077,88.0
-0.0125448028673834,0.014732965009208,0.0138888247901262,0.0165793936603285,79.03930131004367,96.0
0.0199637023593466,-0.0070671378091873,0.0143200201345224,0.0170725277829005,72.32142857142857,63.0
-0.0124555160142348,-0.0228873239436619,0.0155832328712572,0.0170228084565903,69.90291262135922,108.0
0.0090090090090089,-0.0106007067137808,0.0152449463220567,0.0165624858402247,69.0,78.0
0.0142857142857142,0.017921146953405,0.016165178880358,0.017006128388258,62.61682242990654,65.0
-0.0158450704225352,0.014519056261343,0.0141429837751221,0.0168034797559736,65.17857142857143,82.0
0.0107334525939177,0.0053380782918148,0.0129665602370902,0.0168231409175197,68.33333333333333,61.0
0.0016949152542373,0.0572450805008943,0.0160606892462749,0.0170041001283294,60.824742268041234,97.0
0.0,-0.0168634064080944,0.0045553762273802,0.0170409768034318,67.04545454545455,68.0
0.0052356020942407,-0.0086058519793459,0.004085119373233,0.0121547464019838,61.66666666666666,56.0
0.0103626943005181,0.0227272727272727,0.006172791430835,0.0112351804206546,36.58536585365854,53.0
0.0,-0.0190972222222222,0.0147641841903742,0.0121974115728414,26.92307692307692,61.0
0.0212389380530972,-0.0136752136752136,0.0180244047402664,0.0123877915940804,45.76271186440678,71.0
0.0017331022530329,-0.0068728522336769,0.00941548890803,0.0101625711750745,53.125,81.0
0.0102564102564102,0.0460176991150442,0.0085853303122332,0.0103793364314554,65.57377049180329,104.0
0.0,0.005190311418685,0.0097841480540755,0.0108293068705802,52.23880597014925,181.0
-0.0328151986183073,-0.0524534686971235,0.0136349246178984,0.0128287533915992,32.911392405063296,155.0
-0.0035273368606701,0.0125448028673835,0.0047645785350371,0.0133997185854794,42.02898550724638,96.0
0.0035398230088494,-0.0035149384885764,0.0063633289702595,0.0135327986514858,32.35294117647058,70.0
-0.0124777183600712,-0.0263620386643234,0.0085830855749995,0.0123315556904818,27.39726027397259,41.0
0.0036231884057971,-0.0229276895943563,0.0086964555487194,0.011450291585995,30.55555555555556,70.0
-0.0054151624548736,-0.017825311942959,0.0079227965339919,0.0110161113320959,37.93103448275862,136.0
