prev_ret_1d,prev_ret_5d,vol_5d,vol_20d,rsi_14,n_articles,ret1_std,ret5_std,rsi_norm,vol_ratio,sign_ret1,dow_sin,dow_cos
-0.0057471264367816,0.0,2.3490358819567985e-05,0.0,50.0,71,-244.5548376902294,0.0,0.0,2349.035881956798,-1.0,-0.9510565162951536,0.30901699437494723
-0.0057251908396946,-0.0019157088122605,0.0068929818578352,0.0067816296164507,50.0,77,-0.8305814017735751,-0.2824846085323423,0.0,1.0164181890636608,-1.0,-0.587785252292473,-0.8090169943749475
-0.0172413793103448,-0.0058139534883721,0.009788452011857,0.0088278576416524,50.0,65,-1.7613981940635723,-0.6585909218824496,0.0,1.108812729098054,-1.0,0.0,1.0
-0.0116279069767442,-0.0267175572519083,0.0100115412283671,0.0085413951400422,50.0,78,-1.161449081316915,-3.128004914162905,0.0,1.172118763156765,-1.0,0.5877852522924732,-0.8090169943749473
0.0019607843137254,-0.019193857965451,0.0099144648227964,0.0086093261482106,50.0,90,0.1977698616185861,-2.2294236901692273,0.0,1.1515945773423033,1.0,-0.587785252292473,-0.8090169943749475
-0.0117416829745596,-0.0325670498084291,0.0154358771144513,0.0116657981353497,50.0,99,-0.7606743226028692,-2.7916668464437127,0.0,1.3231725513878072,-1.0,-0.9510565162951536,0.30901699437494723
0.0257425742574257,0.0097465886939571,0.0163038032133862,0.0115786384447226,50.0,62,1.5789296602275735,0.8417725730674094,0.0,1.4080920835641457,1.0,0.0,1.0
-0.0115830115830115,-0.0077519379844961,0.0157631955059242,0.0115194420424475,46.26865671641792,65,-0.7348132065307604,-0.6729432924353814,-0.1492537313432831,1.368398032114646,-1.0,0.9510565162951535,0.30901699437494745
0.009765625,0.0137254901960783,0.0200984090493001,0.0137723941603845,58.75,157,0.48589020738624084,0.9965936256473547,0.35,1.4593246622192497,1.0,0.5877852522924732,-0.8090169943749473
0.0093808630393996,0.0653465346534654,0.015433783624553,0.013024142215839,61.53846153846153,98,0.6078131707343788,5.017334991984802,0.46153846153846134,1.1850125343117217,1.0,-0.9510565162951536,0.30901699437494723
0.0018587360594795,0.0405405405405405,0.0165033392554686,0.013241827238635,54.21686746987952,72,0.11262780849551393,3.061549527452092,0.16867469879518068,1.246302832307717,1.0,0.0,1.0
