date,n_articles,mean_prob_up,confidence,up_vote_ratio,is_extreme_consensus,signal,skip_reason,true_label,return_rate,port_ret,cum_port,cum_bnh
2024-11-07,117,0.5926,0.5926,0.9829,True,,conf<0.6,1,0.0234741784037558,-0.0234741784037558,0.9765258215962442,1.0234741784037558
2024-11-11,167,0.5695,0.5695,0.9341,True,,conf<0.6,0,-0.032258064516129,0.032258064516129,1.0080266545509617,0.9904588823262153
2024-11-12,182,0.5613,0.5613,0.9341,True,,conf<0.6,0,-0.0142857142857142,0.0142857142857142,1.0224270353302611,0.9763094697215551
2024-11-15,153,0.591,0.591,1.0,True,,conf<0.6,0,-0.0096618357487922,0.0096618357487922,1.0323055574107465,0.966876527985115
2024-11-18,105,0.542,0.542,0.9429,True,,conf<0.6,1,0.0146341463414634,-0.0146341463414634,1.0171986468144916,0.9810259405897752
2024-11-19,118,0.585,0.585,0.9915,True,,conf<0.6,0,-0.0144230769230769,0.0144230769230769,1.0318697811435467,0.966876527985115
2024-11-20,120,0.6026,0.6026,0.9917,True,1.0,extreme_consensus(99%),0,-0.0146341463414634,-0.0146341463414634,1.0167692477609582,0.9527271153804548
2024-11-21,112,0.6035,0.6035,0.9821,True,1.0,extreme_consensus(98%),1,0.0297029702970297,0.0297029702970297,1.0469703145261353,0.9810259405897753
2024-11-22,120,0.6031,0.6031,1.0,True,1.0,extreme_consensus(100%),0,-0.0096153846153846,-0.0096153846153846,1.0369032922710764,0.9715929988533352
2024-11-25,82,0.6089,0.6089,1.0,True,1.0,extreme_consensus(100%),0,-0.0194174757281553,-0.0194174757281553,1.0167692477609585,0.9527271153804548
2024-11-26,148,0.6052,0.6052,1.0,True,1.0,extreme_consensus(100%),0,-0.0099009900990099,-0.0099009900990099,1.0067022255058995,0.9432941736440147
2024-11-28,161,0.5585,0.5585,0.9317,True,,conf<0.6,0,-0.008955223880597,0.008955223880597,1.0157174693164002,0.9348467631337698
2024-11-29,120,0.5208,0.5208,0.75,False,,conf<0.6,1,0.0391566265060241,-0.0391566265060241,0.9759453997347338,0.9714522086781644
2024-12-02,116,0.6142,0.6142,1.0,True,1.0,extreme_consensus(100%),1,0.0193236714975845,0.0193236714975845,0.9948042480387865,0.990224232034264
2024-12-03,118,0.5987,0.5987,1.0,True,,conf<0.6,1,0.0142180094786729,-0.0142180094786729,0.980660111810747,1.0043032495513387
