date,n_articles,mean_prob_up,confidence,up_vote_ratio,is_extreme_consensus,signal,skip_reason,true_label,return_rate,port_ret,cum_port,cum_bnh
2024-11-07,117,0.3803,0.6197,0.0,True,0,extreme_consensus(0%),1,0.0234741784037558,-0.0234741784037558,0.9765258215962442,1.0234741784037558
2024-11-11,167,0.6439,0.6439,0.9701,True,1,extreme_consensus(97%),0,-0.032258064516129,-0.032258064516129,0.9450249886415267,0.9904588823262153
2024-11-12,182,0.552,0.552,0.9176,True,1,extreme_consensus(92%),0,-0.0142857142857142,-0.0142857142857142,0.9315246316609336,0.9763094697215551
2024-11-15,153,0.6143,0.6143,1.0,True,1,extreme_consensus(100%),0,-0.0096618357487922,-0.0096618357487922,0.9225243936738715,0.966876527985115
2024-11-18,105,0.5539,0.5539,1.0,True,1,extreme_consensus(100%),1,0.0146341463414634,0.0146341463414634,0.9360247506544648,0.9810259405897752
2024-11-19,118,0.5982,0.5982,1.0,True,1,extreme_consensus(100%),0,-0.0144230769230769,-0.0144230769230769,0.9225243936738716,0.966876527985115
2024-11-20,120,0.639,0.639,1.0,True,1,extreme_consensus(100%),0,-0.0146341463414634,-0.0146341463414634,0.9090240366932784,0.9527271153804548
2024-11-21,112,0.5956,0.5956,1.0,True,1,extreme_consensus(100%),1,0.0297029702970297,0.0297029702970297,0.9360247506544649,0.9810259405897753
2024-11-22,120,0.6281,0.6281,1.0,True,1,extreme_consensus(100%),0,-0.0096153846153846,-0.0096153846153846,0.9270245126674027,0.9715929988533352
2024-11-25,82,0.6197,0.6197,1.0,True,1,extreme_consensus(100%),0,-0.0194174757281553,-0.0194174757281553,0.9090240366932784,0.9527271153804548
2024-11-26,148,0.5722,0.5722,1.0,True,1,extreme_consensus(100%),0,-0.0099009900990099,-0.0099009900990099,0.9000237987062162,0.9432941736440147
2024-11-28,161,0.5525,0.5525,0.9627,True,1,extreme_consensus(96%),0,-0.008955223880597,-0.008955223880597,0.8919638840909366,0.9348467631337698
2024-11-29,120,0.5208,0.5208,0.8333,True,1,extreme_consensus(83%),1,0.0391566265060241,0.0391566265060241,0.926890180757148,0.9714522086781644
2024-12-02,116,0.5458,0.5458,0.9569,True,1,extreme_consensus(96%),1,0.0193236714975845,0.0193236714975845,0.9448011021244358,0.990224232034264
2024-12-03,118,0.5605,0.5605,0.9661,True,1,extreme_consensus(97%),1,0.0142180094786729,0.0142180094786729,0.9582342931499015,1.0043032495513387
2024-12-05,115,0.4804,0.5196,0.1913,True,0,extreme_consensus(19%),0,-0.0093023255813953,0.0093023255813953,0.9671481005280401,0.9949608937415588
2024-12-06,116,0.4945,0.5055,0.4138,False,0,,1,0.0093896713615023,-0.0093896713615023,0.9580668977061807,1.0043032495513387
2024-12-09,104,0.5484,0.5484,0.9615,True,1,extreme_consensus(96%),0,-0.0093023255813953,-0.0093023255813953,0.9491546474949605,0.9949608937415588
2024-12-10,106,0.6374,0.6374,1.0,True,1,extreme_consensus(100%),0,-0.0187793427230046,-0.0187793427230046,0.9313301470725199,0.9762761821219991
2024-12-11,119,0.6433,0.6433,1.0,True,1,extreme_consensus(100%),1,0.0143540669856459,0.0143540669856459,0.9446985223893504,0.9902897158366689
2024-12-13,99,0.5876,0.5876,1.0,True,1,extreme_consensus(100%),1,0.0187793427230046,0.0187793427230046,0.962439339711216,1.0088867058054325
2024-12-16,154,0.6485,0.6485,1.0,True,1,extreme_consensus(100%),0,-0.0092165898617511,-0.0092165898617511,0.9535689310502832,0.9995882108210506
2024-12-17,144,0.6267,0.6267,1.0,True,1,extreme_consensus(100%),1,0.0093023255813953,0.0093023255813953,0.962439339711216,1.0088867058054325
2024-12-18,141,0.6566,0.6566,1.0,True,1,extreme_consensus(100%),0,-0.0138248847926267,-0.0138248847926267,0.9491337267198168,0.9949389633288598
2024-12-19,104,0.6318,0.6318,1.0,True,1,extreme_consensus(100%),0,-0.0327102803738317,-0.0327102803738317,0.9180872964065517,0.9623942308835233
2024-12-20,115,0.6066,0.6066,1.0,True,1,extreme_consensus(100%),1,0.0434782608695652,0.0434782608695652,0.9580041353807496,1.0042374583132416
2024-12-30,95,0.576,0.576,1.0,True,1,extreme_consensus(100%),0,-0.0137614678899082,-0.0137614678899082,0.9448205922333082,0.9904176767768209
2024-12-31,161,0.5162,0.5162,0.6832,False,1,,0,-0.0093023255813953,-0.0093023255813953,0.9360315634683471,0.9812044890858738
2025-01-02,120,0.5424,0.5424,0.9333,True,1,extreme_consensus(93%),1,0.0093896713615023,0.0093896713615023,0.944820592233308,0.9904176767768208
2025-01-03,103,0.5196,0.5196,0.699,False,1,,1,0.0465116279069767,0.0465116279069767,0.9887657360581129,1.0364836152315564
