date,label,return_rate,prob_up,confidence,pred,signal,port_ret,cum_port,cum_bnh
2024-11-05,1,0.0095238095238095,0.93708074,0.93708074,1,1.0,0.0075238095238095,1.0075238095238095,1.0095238095238095
2024-11-07,1,0.0234741784037558,0.052865148,0.94713485,0,0.0,-0.0254741784037558,0.9818579682539683,1.0332215515314105
2024-11-11,0,-0.032258064516129,0.8140734,0.8140734,1,1.0,-0.034258064516129,0.9482214146318485,0.9998918240626553
2024-11-12,0,-0.0142857142857142,0.9507695,0.9507695,1,1.0,-0.016285714285714202,0.9327789515935584,0.9856076551474746
2024-11-15,0,-0.0096618357487922,0.78399646,0.78399646,1,1.0,-0.0116618357487922,0.9219010366701437,0.9760848758706875
2024-11-18,1,0.0146341463414634,0.93056047,0.93056047,1,1.0,0.0126341463414634,0.9335484692797811,0.9903690447858683
2024-11-19,0,-0.0144230769230769,0.9259428,0.9259428,1,1.0,-0.0164230769230769,0.9182167309573785,0.9760848758706876
2024-11-20,0,-0.0146341463414634,0.9915571,0.9915571,1,1.0,-0.0166341463414634,0.9029429794814534,0.9618007069555068
2024-11-21,1,0.0297029702970297,0.8515998,0.8515998,1,1.0,0.0277029702970297,0.9279571820219397,0.9903690447858684
2024-11-22,0,-0.0096153846153846,0.79266834,0.79266834,1,1.0,-0.0116153846153846,0.9171786024461464,0.9808462655090813
2024-11-25,0,-0.0194174757281553,0.9780302,0.9780302,1,1.0,-0.021417475728155298,0.8975349519898725,0.9618007069555069
2024-11-26,0,-0.0099009900990099,0.83161634,0.83161634,1,1.0,-0.0119009900990099,0.8868533974127257,0.9522779276787197
2024-11-28,0,-0.008955223880597,0.853456,0.853456,1,1.0,-0.010955223880597,0.8771377198948013,0.9437500656398058
2024-11-29,1,0.0391566265060241,0.6822217,0.6822217,1,1.0,0.037156626506024096,0.9097291985472781,0.9807041344750994
2024-12-02,1,0.0193236714975845,0.50744563,0.50744563,1,,0.0,0.9097291985472781,0.9996549390060191
