date,n_articles,mean_prob_up,confidence,up_vote_ratio,is_extreme_consensus,signal,skip_reason,true_label,return_rate,port_ret,cum_port,cum_bnh
2024-09-30,72,0.6527,0.6527,0.8056,True,1.0,extreme_consensus(81%),1,0.0156739811912225,0.0156739811912225,1.0156739811912225,1.0156739811912225
2024-10-04,124,0.6013,0.6013,0.7258,False,,conf<0.65,1,0.0286591606960081,-0.0286591606960081,0.9865656173495091,1.044782345032936
2024-10-09,143,0.5992,0.5992,0.7133,False,,conf<0.65,1,0.0245098039215686,-0.0245098039215686,0.9623850875125113,1.07038975545041
2024-10-14,128,0.5743,0.5743,0.7031,False,,conf<0.65,1,0.0239234449760765,-0.0239234449760765,0.9393615208256092,1.095997165867884
2024-10-15,134,0.5623,0.5623,0.6418,False,,conf<0.65,0,-0.0233644859813084,0.0233644859813084,0.9613092199103197,1.07038975545041
2024-10-17,299,0.5135,0.5135,0.5518,False,,conf<0.65,1,0.0483091787439613,-0.0483091787439613,0.9148691609774541,1.122099405472169
2024-11-07,273,0.5058,0.5058,0.4872,False,,conf<0.65,1,0.0234741784037558,-0.0234741784037558,0.893393359076575,1.148439767102971
2024-11-11,167,0.5999,0.5999,0.7186,False,,conf<0.65,0,-0.032258064516129,0.032258064516129,0.9222124996919484,1.1113933230028752
2024-11-21,112,0.612,0.612,0.7411,False,,conf<0.65,1,0.0297029702970297,-0.0297029702970297,0.894820049206049,1.1444050058643467
2024-11-25,82,0.5963,0.5963,0.7073,False,,conf<0.65,0,-0.0194174757281553,0.0194174757281553,0.9121951957925741,1.1221835494397963
2024-11-29,120,0.5836,0.5836,0.6917,False,,conf<0.65,1,0.0391566265060241,-0.0391566265060241,0.8764767092103347,1.1661244715564147
2024-12-02,116,0.5721,0.5721,0.6466,False,,conf<0.65,1,0.0193236714975845,-0.0193236714975845,0.8595399612062703,1.1886582777700652
2024-12-10,106,0.6153,0.6153,0.7642,False,,conf<0.65,0,-0.0187793427230046,0.0187793427230046,0.8756815567218809,1.1663360565912846
2024-12-13,99,0.5839,0.5839,0.6364,False,,conf<0.65,1,0.0187793427230046,-0.0187793427230046,0.8592368326519865,1.18823908112821
2024-12-19,104,0.6325,0.6325,0.7692,False,,conf<0.65,0,-0.0327102803738317,0.0327102803738317,0.8873427103555561,1.149371447633362
2024-12-20,115,0.6464,0.6464,0.8522,True,,conf<0.65,1,0.0434782608695652,-0.0434782608695652,0.8487625925140102,1.1993441192695953
2025-01-03,103,0.5841,0.5841,0.7087,False,,conf<0.65,1,0.0465116279069767,-0.0465116279069767,0.8092852626296376,1.2551275666774833
2025-01-07,135,0.5441,0.5441,0.5926,False,,conf<0.65,0,-0.0221238938053097,0.0221238938053097,0.8271898038382579,1.227359257680194
2025-01-10,127,0.6016,0.6016,0.6772,False,,conf<0.65,0,-0.0227272727272727,0.0227272727272727,0.8459895721073092,1.1994647290965532
2025-01-14,125,0.5943,0.5943,0.744,False,,conf<0.65,0,-0.0229357798165137,0.0229357798165137,0.8653930026602291,1.1719540701723203
2025-01-15,135,0.5857,0.5857,0.6963,False,,conf<0.65,1,0.0375586854460093,-0.0375586854460093,0.8328899790861362,1.215971124451093
2025-01-22,151,0.5626,0.5626,0.6556,False,,conf<0.65,0,-0.0572687224669603,0.0572687224669603,0.8805885241439325,1.1463340115970655
2025-02-03,254,0.5503,0.5503,0.622,False,,conf<0.65,1,0.0233644859813084,-0.0233644859813084,0.8600140259162706,1.1731175165409222
2025-02-07,91,0.6084,0.6084,0.7473,False,,conf<0.65,0,-0.0177777777777777,0.0177777777777777,0.875303164154782,1.1522620940246393
2025-02-13,224,0.5625,0.5625,0.6295,False,,conf<0.65,0,-0.0275229357798165,0.0275229357798165,0.8993940769296843,1.1205484584092824
2025-02-14,323,0.5027,0.5027,0.517,False,,conf<0.65,1,0.0235849056603773,-0.0235849056603773,0.8781819524737956,1.1469764880887467
2025-02-21,120,0.5825,0.5825,0.6583,False,,conf<0.65,0,-0.0182648401826484,0.0182648401826484,0.8942218054870156,1.1260271458405504
2025-02-24,114,0.613,0.613,0.7895,False,,conf<0.65,0,-0.0186046511627906,0.0186046511627906,0.9108584902402623,1.105077803592354
2025-02-26,118,0.5873,0.5873,0.6949,False,,conf<0.65,0,-0.0188679245283018,0.0188679245283018,0.9280444994900786,1.0842272789962721
